Removal Site 1,Removal Site 2,Distance
SLE-110,SLA-366,14.86
SLE-111,SLA-366,15.64
SLE-303,SLA-366,15.01
SLE-304,SLA-366,15.01
S-O-103,SLA-366,19.81
S-O-104,SLA-366,16.75
S-O-201A,SLA-366,15.49
S-O-201B,SLA-366,14.31
VER-310A,SLA-366,17.64
VER-310B,SLA-366,19.37
VMA-109,SLA-366,19.74
VMA-110,SLA-366,16.36
VMA-111,SLA-366,17.83
VMA-306,SLA-366,12.45
VMA-307,SLA-366,19.45
VSP-103,SLA-366,8.94
VSP-104,SLA-366,7.28
VSP-107,SLA-366,8.69
VSP-108,SLA-366,10.18
VSP-109,SLA-366,5.98
VSP-205,SLA-366,9.35
VSP-206,SLA-366,9.45
AHU-101,SLA-367,3.83
AHU-102,SLA-367,3.75
AHU-103,SLA-367,3.83
AHU-104,SLA-367,4.66
AHU-105,SLA-367,8.07
AHU-106,SLA-367,12.77
AHU-107,SLA-367,9.25
AHU-201,SLA-367,8.74
AHU-202,SLA-367,7.71
ANJ-101,SLA-367,22.79
ANJ-309,SLA-367,21.56
ANJ-310,SLA-367,20.88
ANJ-311,SLA-367,18.52
ANJ-312,SLA-367,22.42
CDN-111,SLA-367,12.68
CDN-112,SLA-367,10.76
CDN-113,SLA-367,11.15
CDN-114,SLA-367,9.36
CDN-115,SLA-367,10.21
CDN-116,SLA-367,9.91
CDN-301,SLA-367,11.74
IBI-301,SLA-367,17.53
LAC-102,SLA-367,14.16
LAC-104,SLA-367,11.55
LAC-305,SLA-367,8.41
LAC-306,SLA-367,12.46
LAS-321,SLA-367,22.25
LAS-323,SLA-367,20.52
LAS-325,SLA-367,18.18
LAS-326,SLA-367,17.83
LAS-327,SLA-367,17.65
LAS-328,SLA-367,18.13
LAS-329,SLA-367,15.85
LAS-330,SLA-367,17.9
LAS-333,SLA-367,18.68
MHM-105,SLA-367,22.88
MHM-106,SLA-367,22.52
MHM-107,SLA-367,20.62
MHM-108,SLA-367,18.83
MHM-109,SLA-367,18.72
MHM-209,SLA-367,19.47
MHM-210,SLA-367,19.22
MHM-211,SLA-367,21.44
MTN-102,SLA-367,22.39
MTN-103,SLA-367,25.69
MTN-104,SLA-367,14.88
MTN-305,SLA-367,13.44
MTN-307,SLA-367,22.77
OUT-101,SLA-367,12.49
PMR-101,SLA-367,14.06
PMR-102,SLA-367,14.36
PMR-203,SLA-367,14.7
PMR-204,SLA-367,17.14
PRF-304B,SLA-367,16.89
PRF-304C,SLA-367,12.07
PRF-304D,SLA-367,9.92
PRF-304E,SLA-367,7.95
PRF-304F,SLA-367,4.66
RDP-101,SLA-367,27.98
RDP-102,SLA-367,27.98
RDP-103,SLA-367,27.98
RDP-105,SLA-367,30.93
RDP-106,SLA-367,30.64
RDP-107,SLA-367,27.87
RDP-201,SLA-367,26.19
RDP-202,SLA-367,26.51
RDP-203,SLA-367,27.87
RPP-101,SLA-367,12.27
RPP-102,SLA-367,16.12
RPP-103,SLA-367,16.72
RPP-104,SLA-367,18.28
RPP-201,SLA-367,13.87
RPP-204,SLA-367,14.09
RPP-205,SLA-367,16.15
SLA-363,SLA-367,2.74
SLA-364,SLA-367,5.63
SLA-365,SLA-367,2.23
SLA-366,SLA-367,6.33
SLA-367,SLA-367,0
SLA-368,SLA-367,2.68
SLA-369,SLA-367,5.36
SLA-370,SLA-367,4.03
SLA-371,SLA-367,5.62
SLE-109,SLA-367,17.17
SLE-110,SLA-367,18.81
SLE-111,SLA-367,19.59
SLE-303,SLA-367,18.96
SLE-304,SLA-367,18.96
S-O-103,SLA-367,17.08
S-O-104,SLA-367,18.28
S-O-201A,SLA-367,19.66
S-O-201B,SLA-367,22.32
VER-310A,SLA-367,21.73
VER-310B,SLA-367,26.67
VMA-109,SLA-367,21.27
VMA-110,SLA-367,17.89
VMA-111,SLA-367,19.35
VMA-306,SLA-367,21.18
VMA-307,SLA-367,20.97
VSP-103,SLA-367,12.89
VSP-104,SLA-367,10.91
VSP-107,SLA-367,12.64
VSP-108,SLA-367,14.13
VSP-109,SLA-367,9.93
VSP-205,SLA-367,12.98
VSP-206,SLA-367,13.4
AHU-101,SLA-368,6.08
AHU-102,SLA-368,6.11
AHU-103,SLA-368,6.08
AHU-104,SLA-368,6.6
AHU-105,SLA-368,7.76
AHU-106,SLA-368,12.46
AHU-107,SLA-368,8.94
AHU-201,SLA-368,8.43
AHU-202,SLA-368,7.4
ANJ-101,SLA-368,22.16
ANJ-309,SLA-368,20.93
ANJ-310,SLA-368,20.26
ANJ-311,SLA-368,17.9
ANJ-312,SLA-368,21.79
CDN-111,SLA-368,12.37
CDN-112,SLA-368,10.45
CDN-113,SLA-368,10.84
CDN-114,SLA-368,9.05
CDN-115,SLA-368,9.9
CDN-116,SLA-368,9.6
CDN-301,SLA-368,11.43
IBI-301,SLA-368,20.26
LAC-102,SLA-368,12.74
LAC-104,SLA-368,10.13
LAC-305,SLA-368,6.99
LAC-306,SLA-368,11.05
LAS-321,SLA-368,20.83
LAS-323,SLA-368,19.1
LAS-325,SLA-368,16.76
LAS-326,SLA-368,16.41
LAS-327,SLA-368,16.23
LAS-328,SLA-368,16.71
LAS-329,SLA-368,14.43
LAS-330,SLA-368,16.48
LAS-333,SLA-368,17.26
MHM-105,SLA-368,22.25
MHM-106,SLA-368,21.89
MHM-107,SLA-368,19.99
MHM-108,SLA-368,18.21
MHM-109,SLA-368,18.09
MHM-209,SLA-368,18.84
MHM-210,SLA-368,18.59
MHM-211,SLA-368,20.82
MTN-102,SLA-368,21.76
MTN-103,SLA-368,27.91
MTN-104,SLA-368,14.57
MTN-305,SLA-368,13.13
MTN-307,SLA-368,22.14
OUT-101,SLA-368,11.37
PMR-101,SLA-368,13.19
PMR-102,SLA-368,13.49
PMR-203,SLA-368,13.84
PMR-204,SLA-368,16.51
PRF-304B,SLA-368,14.8
PRF-304C,SLA-368,14.75
PRF-304D,SLA-368,12.79
PRF-304E,SLA-368,9.43
PRF-304F,SLA-368,2.56
RDP-101,SLA-368,30.2
RDP-102,SLA-368,23.61
RDP-103,SLA-368,30.2
RDP-105,SLA-368,30.3
RDP-106,SLA-368,30.02
RDP-107,SLA-368,27.24
RDP-201,SLA-368,25.56
RDP-202,SLA-368,25.88
RDP-203,SLA-368,27.24
RPP-101,SLA-368,11.4
RPP-102,SLA-368,15.49
RPP-103,SLA-368,16.09
RPP-104,SLA-368,17.66
RPP-201,SLA-368,13.25
RPP-204,SLA-368,13.47
RPP-205,SLA-368,15.52
SLA-363,SLA-368,3.36
SLA-364,SLA-368,5.32
SLA-365,SLA-368,1.91
SLA-366,SLA-368,6.02
SLA-367,SLA-368,2.6
SLA-368,SLA-368,0
SLA-369,SLA-368,5.05
SLA-370,SLA-368,3.71
SLA-371,SLA-368,5.31
SLE-109,SLA-368,16.54
SLE-110,SLA-368,18.19
SLE-111,SLA-368,18.96
SLE-303,SLA-368,18.33
SLE-304,SLA-368,18.33
S-O-103,SLA-368,15.66
S-O-104,SLA-368,17.97
S-O-201A,SLA-368,18.25
S-O-201B,SLA-368,20.9
VER-310A,SLA-368,20.31
VER-310B,SLA-368,25.25
VMA-109,SLA-368,20.96
VMA-110,SLA-368,17.58
VMA-111,SLA-368,19.04
VMA-306,SLA-368,20.87
VMA-307,SLA-368,20.66
VSP-103,SLA-368,12.27
VSP-104,SLA-368,10.6
VSP-107,SLA-368,12.01
VSP-108,SLA-368,13.51
VSP-109,SLA-368,9.3
VSP-205,SLA-368,12.67
VSP-206,SLA-368,12.77
AHU-101,SLA-369,5.95
AHU-102,SLA-369,5.99
AHU-103,SLA-369,5.95
AHU-104,SLA-369,6.47
AHU-105,SLA-369,4.98
AHU-106,SLA-369,12.31
AHU-107,SLA-369,5.76
AHU-201,SLA-369,8.28
AHU-202,SLA-369,7.26
ANJ-101,SLA-369,19.36
ANJ-309,SLA-369,18.14
ANJ-310,SLA-369,17.46
ANJ-311,SLA-369,15.1
ANJ-312,SLA-369,19
CDN-111,SLA-369,7.81
CDN-112,SLA-369,5.9
CDN-113,SLA-369,6.28
CDN-114,SLA-369,4.49
CDN-115,SLA-369,5.34
CDN-116,SLA-369,5.05
CDN-301,SLA-369,6.88
IBI-301,SLA-369,26.7
LAC-102,SLA-369,9.25
LAC-104,SLA-369,6.8
LAC-305,SLA-369,7.14
LAC-306,SLA-369,9.9
LAS-321,SLA-369,14.46
LAS-323,SLA-369,15.83
LAS-325,SLA-369,15.62
LAS-326,SLA-369,15.27
LAS-327,SLA-369,15.09
LAS-328,SLA-369,15.57
LAS-329,SLA-369,13.29
LAS-330,SLA-369,15.34
LAS-333,SLA-369,16.12
MHM-105,SLA-369,19.46
MHM-106,SLA-369,19.1
MHM-107,SLA-369,17.2
MHM-108,SLA-369,15.41
MHM-109,SLA-369,18.8
MHM-209,SLA-369,20.5
MHM-210,SLA-369,15.8
MHM-211,SLA-369,18.02
MTN-102,SLA-369,18.97
MTN-103,SLA-369,20.87
MTN-104,SLA-369,14.42
MTN-305,SLA-369,14.35
MTN-307,SLA-369,19.35
OUT-101,SLA-369,6.81
PMR-101,SLA-369,10.76
PMR-102,SLA-369,8.82
PMR-203,SLA-369,11.4
PMR-204,SLA-369,18.92
PRF-304B,SLA-369,18.97
PRF-304C,SLA-369,18.92
PRF-304D,SLA-369,16.97
PRF-304E,SLA-369,15.15
PRF-304F,SLA-369,6.88
RDP-101,SLA-369,23.34
RDP-102,SLA-369,20.81
RDP-103,SLA-369,23.34
RDP-105,SLA-369,27.5
RDP-106,SLA-369,27.21
RDP-107,SLA-369,24.44
RDP-201,SLA-369,22.76
RDP-202,SLA-369,23.08
RDP-203,SLA-369,24.44
RPP-101,SLA-369,8.97
RPP-102,SLA-369,12.69
RPP-103,SLA-369,13.29
RPP-104,SLA-369,14.86
RPP-201,SLA-369,10.44
RPP-204,SLA-369,10.67
RPP-205,SLA-369,12.72
SLA-363,SLA-369,3.23
SLA-364,SLA-369,0.99
SLA-365,SLA-369,4.44
SLA-366,SLA-369,4.21
SLA-367,SLA-369,5.2
SLA-368,SLA-369,4.9
SLA-369,SLA-369,0
SLA-370,SLA-369,1.89
SLA-371,SLA-369,2.63
SLE-109,SLA-369,13.74
SLE-110,SLA-369,15.38
SLE-111,SLA-369,16.16
SLE-303,SLA-369,15.54
SLE-304,SLA-369,15.54
S-O-103,SLA-369,14.52
S-O-104,SLA-369,13.41
S-O-201A,SLA-369,12.15
S-O-201B,SLA-369,10.97
VER-310A,SLA-369,14.3
VER-310B,SLA-369,16.03
VMA-109,SLA-369,16.4
VMA-110,SLA-369,13.02
VMA-111,SLA-369,14.49
VMA-306,SLA-369,16.31
VMA-307,SLA-369,16.11
VSP-103,SLA-369,9.46
VSP-104,SLA-369,11.2
VSP-107,SLA-369,9.21
VSP-108,SLA-369,10.71
VSP-109,SLA-369,6.51
VSP-205,SLA-369,12.97
VSP-206,SLA-369,9.97
AHU-101,SLA-370,7.63
AHU-102,SLA-370,7.66
AHU-103,SLA-370,7.63
AHU-104,SLA-370,8.15
AHU-105,SLA-370,9.54
AHU-106,SLA-370,16.24
AHU-107,SLA-370,10.2
AHU-201,SLA-370,9.96
AHU-202,SLA-370,8.93
ANJ-101,SLA-370,20.73
ANJ-309,SLA-370,19.5
ANJ-310,SLA-370,18.83
ANJ-311,SLA-370,16.47
ANJ-312,SLA-370,20.36
CDN-111,SLA-370,9.12
CDN-112,SLA-370,7.21
CDN-113,SLA-370,7.59
CDN-114,SLA-370,5.8
CDN-115,SLA-370,6.65
CDN-116,SLA-370,6.35
CDN-301,SLA-370,8.19
IBI-301,SLA-370,24.87
LAC-102,SLA-370,8
LAC-104,SLA-370,4.5
LAC-305,SLA-370,6.33
LAC-306,SLA-370,8.64
LAS-321,SLA-370,18.43
LAS-323,SLA-370,16.7
LAS-325,SLA-370,14.36
LAS-326,SLA-370,14.01
LAS-327,SLA-370,13.83
LAS-328,SLA-370,14.31
LAS-329,SLA-370,12.03
LAS-330,SLA-370,14.08
LAS-333,SLA-370,14.86
MHM-105,SLA-370,20.82
MHM-106,SLA-370,20.46
MHM-107,SLA-370,18.56
MHM-108,SLA-370,16.78
MHM-109,SLA-370,16.66
MHM-209,SLA-370,17.41
MHM-210,SLA-370,17.16
MHM-211,SLA-370,19.39
MTN-102,SLA-370,20.33
MTN-103,SLA-370,22.23
MTN-104,SLA-370,18.61
MTN-305,SLA-370,15.72
MTN-307,SLA-370,20.71
OUT-101,SLA-370,8.12
PMR-101,SLA-370,12.13
PMR-102,SLA-370,10.82
PMR-203,SLA-370,14.51
PMR-204,SLA-370,15.08
PRF-304B,SLA-370,17.14
PRF-304C,SLA-370,17.09
PRF-304D,SLA-370,15.14
PRF-304E,SLA-370,13.32
PRF-304F,SLA-370,5.8
RDP-101,SLA-370,24.71
RDP-102,SLA-370,22.18
RDP-103,SLA-370,24.71
RDP-105,SLA-370,28.87
RDP-106,SLA-370,28.59
RDP-107,SLA-370,25.81
RDP-201,SLA-370,24.13
RDP-202,SLA-370,24.45
RDP-203,SLA-370,25.81
RPP-101,SLA-370,10.87
RPP-102,SLA-370,14.06
RPP-103,SLA-370,14.66
RPP-104,SLA-370,16.23
RPP-201,SLA-370,11.81
RPP-204,SLA-370,12.04
RPP-205,SLA-370,14.09
SLA-363,SLA-370,4.91
SLA-364,SLA-370,2.81
SLA-365,SLA-370,2.78
SLA-366,SLA-370,9.58
SLA-367,SLA-370,5.57
SLA-368,SLA-370,3.83
SLA-369,SLA-370,2.81
SLA-370,SLA-370,0
SLA-371,SLA-370,4.45
SLE-109,SLA-370,15.11
SLE-110,SLA-370,16.76
SLE-111,SLA-370,17.53
SLE-303,SLA-370,16.9
SLE-304,SLA-370,16.9
S-O-103,SLA-370,13.26
S-O-104,SLA-370,14.72
S-O-201A,SLA-370,15.84
S-O-201B,SLA-370,12.28
VER-310A,SLA-370,17.91
VER-310B,SLA-370,22.85
VMA-109,SLA-370,19.1
VMA-110,SLA-370,14.33
VMA-111,SLA-370,15.8
VMA-306,SLA-370,17.62
VMA-307,SLA-370,17.42
VSP-103,SLA-370,10.84
VSP-104,SLA-370,12.57
VSP-107,SLA-370,10.58
VSP-108,SLA-370,12.07
VSP-109,SLA-370,7.87
VSP-205,SLA-370,14.34
VSP-206,SLA-370,11.34
AHU-101,SLA-371,4.93
AHU-102,SLA-371,4.72
AHU-103,SLA-371,4.93
AHU-104,SLA-371,5.21
AHU-105,SLA-371,3.4
AHU-106,SLA-371,9.98
AHU-107,SLA-371,4.17
AHU-201,SLA-371,5.95
AHU-202,SLA-371,4.93
ANJ-101,SLA-371,17.81
ANJ-309,SLA-371,16.58
ANJ-310,SLA-371,15.9
ANJ-311,SLA-371,13.55
ANJ-312,SLA-371,17.44
CDN-111,SLA-371,10.16
CDN-112,SLA-371,8.25
CDN-113,SLA-371,8.64
CDN-114,SLA-371,6.84
CDN-115,SLA-371,5.36
CDN-116,SLA-371,5.06
CDN-301,SLA-371,9.23
IBI-301,SLA-371,27.24
LAC-102,SLA-371,11.78
LAC-104,SLA-371,9.15
LAC-305,SLA-371,9.49
LAC-306,SLA-371,12.26
LAS-321,SLA-371,16.81
LAS-323,SLA-371,20.31
LAS-325,SLA-371,17.97
LAS-326,SLA-371,17.62
LAS-327,SLA-371,17.44
LAS-328,SLA-371,17.92
LAS-329,SLA-371,15.64
LAS-330,SLA-371,17.69
LAS-333,SLA-371,18.47
MHM-105,SLA-371,17.9
MHM-106,SLA-371,17.54
MHM-107,SLA-371,15.64
MHM-108,SLA-371,13.85
MHM-109,SLA-371,13.74
MHM-209,SLA-371,14.49
MHM-210,SLA-371,14.24
MHM-211,SLA-371,16.46
MTN-102,SLA-371,17.41
MTN-103,SLA-371,27.74
MTN-104,SLA-371,12.09
MTN-305,SLA-371,12.8
MTN-307,SLA-371,17.79
OUT-101,SLA-371,6.83
PMR-101,SLA-371,8.77
PMR-102,SLA-371,9.07
PMR-203,SLA-371,9.41
PMR-204,SLA-371,12.16
PRF-304B,SLA-371,19.5
PRF-304C,SLA-371,19.46
PRF-304D,SLA-371,17.49
PRF-304E,SLA-371,14.14
PRF-304F,SLA-371,7.27
RDP-101,SLA-371,30.03
RDP-102,SLA-371,19.26
RDP-103,SLA-371,30.03
RDP-105,SLA-371,25.95
RDP-106,SLA-371,25.66
RDP-107,SLA-371,22.89
RDP-201,SLA-371,21.21
RDP-202,SLA-371,21.53
RDP-203,SLA-371,22.89
RPP-101,SLA-371,6.97
RPP-102,SLA-371,11.14
RPP-103,SLA-371,11.74
RPP-104,SLA-371,13.31
RPP-201,SLA-371,8.89
RPP-204,SLA-371,9.12
RPP-205,SLA-371,11.17
SLA-363,SLA-371,3.05
SLA-364,SLA-371,1.75
SLA-365,SLA-371,4.82
SLA-366,SLA-371,2.63
SLA-367,SLA-371,5.57
SLA-368,SLA-371,5.29
SLA-369,SLA-371,2.35
SLA-370,SLA-371,4.24
SLA-371,SLA-371,0
SLE-109,SLA-371,12.19
SLE-110,SLA-371,13.83
SLE-111,SLA-371,14.61
SLE-303,SLA-371,13.98
SLE-304,SLA-371,13.98
S-O-103,SLA-371,16.87
S-O-104,SLA-371,15.77
S-O-201A,SLA-371,14.5
S-O-201B,SLA-371,13.32
VER-310A,SLA-371,16.66
VER-310B,SLA-371,19.56
VMA-109,SLA-371,20.15
VMA-110,SLA-371,15.37
VMA-111,SLA-371,11.22
VMA-306,SLA-371,11.34
VMA-307,SLA-371,11.77
VSP-103,SLA-371,7.91
VSP-104,SLA-371,5.9
VSP-107,SLA-371,7.66
VSP-108,SLA-371,9.15
VSP-109,SLA-371,4.53
VSP-205,SLA-371,7.33
VSP-206,SLA-371,8.42
AHU-101,SLE-109,13.15
AHU-102,SLE-109,12.94
AHU-103,SLE-109,13.15
AHU-104,SLE-109,13.42
AHU-105,SLE-109,7.26
AHU-106,SLE-109,9.71
AHU-107,SLE-109,6.69
AHU-201,SLE-109,7.66
AHU-202,SLE-109,8.96
ANJ-101,SLE-109,7.45
ANJ-309,SLE-109,6.22
ANJ-310,SLE-109,5.55
ANJ-311,SLE-109,3.19
ANJ-312,SLE-109,5.59
CDN-111,SLE-109,15.84
CDN-112,SLE-109,13.93
CDN-113,SLE-109,14.31
CDN-114,SLE-109,12.52
CDN-115,SLE-109,13.37
CDN-116,SLE-109,13.08
CDN-301,SLE-109,14.91
IBI-301,SLE-109,36.95
LAC-102,SLE-109,18.25
LAC-104,SLE-109,15.79
LAC-305,SLE-109,18.41
LAC-306,SLE-109,18.9
LAS-321,SLE-109,22.49
LAS-323,SLE-109,26.95
LAS-325,SLE-109,24.62
LAS-326,SLE-109,24.27
LAS-327,SLE-109,24.09
LAS-328,SLE-109,24.57
LAS-329,SLE-109,22.28
LAS-330,SLE-109,24.33
LAS-333,SLE-109,25.11
MHM-105,SLE-109,7.54
MHM-106,SLE-109,7.18
MHM-107,SLE-109,5.28
MHM-108,SLE-109,3.5
MHM-109,SLE-109,6.4
MHM-209,SLE-109,5.08
MHM-210,SLE-109,4.83
MHM-211,SLE-109,6.11
MTN-102,SLE-109,7.05
MTN-103,SLE-109,8.95
MTN-104,SLE-109,5.33
MTN-305,SLE-109,3.89
MTN-307,SLE-109,7.44
OUT-101,SLE-109,10.5
PMR-101,SLE-109,6.63
PMR-102,SLE-109,10.98
PMR-203,SLE-109,6.88
PMR-204,SLE-109,6.32
PRF-304B,SLE-109,29.21
PRF-304C,SLE-109,29.17
PRF-304D,SLE-109,27.21
PRF-304E,SLE-109,25.4
PRF-304F,SLE-109,20.97
RDP-101,SLE-109,11.43
RDP-102,SLE-109,8.9
RDP-103,SLE-109,11.43
RDP-105,SLE-109,15.59
RDP-106,SLE-109,15.31
RDP-107,SLE-109,12.53
RDP-201,SLE-109,10.85
RDP-202,SLE-109,11.18
RDP-203,SLE-109,12.53
RPP-101,SLE-109,8.28
RPP-102,SLE-109,4.15
RPP-103,SLE-109,1.38
RPP-104,SLE-109,4.04
RPP-201,SLE-109,4.92
RPP-204,SLE-109,3.97
RPP-205,SLE-109,1.98
SLA-363,SLE-109,12.6
SLA-364,SLE-109,12.56
SLA-365,SLE-109,14.38
SLA-366,SLE-109,10.92
SLA-367,SLE-109,15.13
SLA-368,SLE-109,14.84
SLA-369,SLE-109,12.78
SLA-370,SLE-109,14.27
SLA-371,SLE-109,11.85
SLE-109,SLE-109,0
SLE-110,SLE-109,3.53
SLE-111,SLE-109,4.31
SLE-303,SLE-109,2.84
SLE-304,SLE-109,2.84
S-O-103,SLE-109,23.51
S-O-104,SLE-109,14.08
S-O-201A,SLE-109,20.18
S-O-201B,SLE-109,19
VER-310A,SLE-109,28.17
VER-310B,SLE-109,18.11
VMA-109,SLE-109,12.63
VMA-110,SLE-109,21.05
VMA-111,SLE-109,9.69
VMA-306,SLE-109,8.96
VMA-307,SLE-109,9.57
VSP-103,SLE-109,4.9
VSP-104,SLE-109,6.04
VSP-107,SLE-109,3.3
VSP-108,SLE-109,6.14
VSP-109,SLE-109,7.11
VSP-205,SLE-109,4.53
VSP-206,SLE-109,2.22
AHU-101,SLE-110,13.28
AHU-102,SLE-110,13.07
AHU-103,SLE-110,13.28
AHU-104,SLE-110,11.66
AHU-105,SLE-110,7.92
AHU-106,SLE-110,9.76
AHU-107,SLE-110,7.01
AHU-201,SLE-110,8.5
AHU-202,SLE-110,9.8
ANJ-101,SLE-110,10.09
ANJ-309,SLE-110,8.86
ANJ-310,SLE-110,8.53
ANJ-311,SLE-110,5.69
ANJ-312,SLE-110,3.93
CDN-111,SLE-110,19.31
CDN-112,SLE-110,17.4
CDN-113,SLE-110,17.79
CDN-114,SLE-110,16
CDN-115,SLE-110,16.84
CDN-116,SLE-110,16.55
CDN-301,SLE-110,18.38
IBI-301,SLE-110,38.15
LAC-102,SLE-110,21.72
LAC-104,SLE-110,19.26
LAC-305,SLE-110,21.88
LAC-306,SLE-110,22.37
LAS-321,SLE-110,25.97
LAS-323,SLE-110,30.42
LAS-325,SLE-110,28.09
LAS-326,SLE-110,27.74
LAS-327,SLE-110,27.56
LAS-328,SLE-110,28.04
LAS-329,SLE-110,25.76
LAS-330,SLE-110,27.8
LAS-333,SLE-110,28.59
MHM-105,SLE-110,10.18
MHM-106,SLE-110,9.83
MHM-107,SLE-110,8.27
MHM-108,SLE-110,6.48
MHM-109,SLE-110,9.63
MHM-209,SLE-110,8.32
MHM-210,SLE-110,8.06
MHM-211,SLE-110,9.09
MTN-102,SLE-110,3.96
MTN-103,SLE-110,6.31
MTN-104,SLE-110,3.9
MTN-305,SLE-110,2.87
MTN-307,SLE-110,4.98
OUT-101,SLE-110,13.98
PMR-101,SLE-110,10.1
PMR-102,SLE-110,14.45
PMR-203,SLE-110,10.35
PMR-204,SLE-110,9.79
PRF-304B,SLE-110,32.69
PRF-304C,SLE-110,32.64
PRF-304D,SLE-110,30.68
PRF-304E,SLE-110,28.87
PRF-304F,SLE-110,24.44
RDP-101,SLE-110,9.53
RDP-102,SLE-110,7.58
RDP-103,SLE-110,9.53
RDP-105,SLE-110,18.24
RDP-106,SLE-110,18.48
RDP-107,SLE-110,15.7
RDP-201,SLE-110,8.63
RDP-202,SLE-110,11.66
RDP-203,SLE-110,15.7
RPP-101,SLE-110,11.75
RPP-102,SLE-110,7.63
RPP-103,SLE-110,4.61
RPP-104,SLE-110,7.66
RPP-201,SLE-110,8.4
RPP-204,SLE-110,7.44
RPP-205,SLE-110,5.66
SLA-363,SLE-110,13.96
SLA-364,SLE-110,16.03
SLA-365,SLE-110,15.73
SLA-366,SLE-110,12.28
SLA-367,SLE-110,16.48
SLA-368,SLE-110,16.2
SLA-369,SLE-110,16.25
SLA-370,SLE-110,17.74
SLA-371,SLE-110,15.32
SLE-109,SLE-110,4.54
SLE-110,SLE-110,0
SLE-111,SLE-110,0.91
SLE-303,SLE-110,5.17
SLE-304,SLE-110,5.17
S-O-103,SLE-110,26.98
S-O-104,SLE-110,17.31
S-O-201A,SLE-110,23.65
S-O-201B,SLE-110,22.47
VER-310A,SLE-110,25.81
VER-310B,SLE-110,21.34
VMA-109,SLE-110,15.86
VMA-110,SLE-110,17.57
VMA-111,SLE-110,12.93
VMA-306,SLE-110,12.19
VMA-307,SLE-110,12.81
VSP-103,SLE-110,8.38
VSP-104,SLE-110,5.33
VSP-107,SLE-110,6.63
VSP-108,SLE-110,9.62
VSP-109,SLE-110,10.58
VSP-205,SLE-110,3.5
VSP-206,SLE-110,5.7
AHU-101,SLE-111,12.36
AHU-102,SLE-111,12.16
AHU-103,SLE-111,12.36
AHU-104,SLE-111,10.74
AHU-105,SLE-111,7
AHU-106,SLE-111,8.84
AHU-107,SLE-111,6.09
AHU-201,SLE-111,7.58
AHU-202,SLE-111,8.88
ANJ-101,SLE-111,9.71
ANJ-309,SLE-111,7.95
ANJ-310,SLE-111,7.62
ANJ-311,SLE-111,4.78
ANJ-312,SLE-111,3.02
CDN-111,SLE-111,18.4
CDN-112,SLE-111,16.49
CDN-113,SLE-111,16.87
CDN-114,SLE-111,15.08
CDN-115,SLE-111,15.93
CDN-116,SLE-111,15.63
CDN-301,SLE-111,17.47
IBI-301,SLE-111,39.5
LAC-102,SLE-111,20.81
LAC-104,SLE-111,18.35
LAC-305,SLE-111,20.97
LAC-306,SLE-111,21.46
LAS-321,SLE-111,24.96
LAS-323,SLE-111,29.51
LAS-325,SLE-111,27.18
LAS-326,SLE-111,26.82
LAS-327,SLE-111,26.64
LAS-328,SLE-111,27.12
LAS-329,SLE-111,24.84
LAS-330,SLE-111,26.89
LAS-333,SLE-111,27.67
MHM-105,SLE-111,9.8
MHM-106,SLE-111,9.44
MHM-107,SLE-111,7.35
MHM-108,SLE-111,5.57
MHM-109,SLE-111,8.72
MHM-209,SLE-111,7.4
MHM-210,SLE-111,7.15
MHM-211,SLE-111,8.18
MTN-102,SLE-111,3.05
MTN-103,SLE-111,5.4
MTN-104,SLE-111,2.98
MTN-305,SLE-111,1.96
MTN-307,SLE-111,4.07
OUT-101,SLE-111,13.06
PMR-101,SLE-111,9.18
PMR-102,SLE-111,13.54
PMR-203,SLE-111,9.43
PMR-204,SLE-111,8.88
PRF-304B,SLE-111,31.77
PRF-304C,SLE-111,31.72
PRF-304D,SLE-111,29.77
PRF-304E,SLE-111,27.96
PRF-304F,SLE-111,17.26
RDP-101,SLE-111,8.62
RDP-102,SLE-111,6.67
RDP-103,SLE-111,8.62
RDP-105,SLE-111,17.32
RDP-106,SLE-111,17.04
RDP-107,SLE-111,14.26
RDP-201,SLE-111,7.72
RDP-202,SLE-111,10.75
RDP-203,SLE-111,14.26
RPP-101,SLE-111,10.84
RPP-102,SLE-111,6.71
RPP-103,SLE-111,3.7
RPP-104,SLE-111,6.74
RPP-201,SLE-111,7.48
RPP-204,SLE-111,6.52
RPP-205,SLE-111,4.75
SLA-363,SLE-111,13.04
SLA-364,SLE-111,15.12
SLA-365,SLE-111,14.82
SLA-366,SLE-111,11.37
SLA-367,SLE-111,15.57
SLA-368,SLE-111,15.28
SLA-369,SLE-111,15.34
SLA-370,SLE-111,16.83
SLA-371,SLE-111,14.41
SLE-109,SLE-111,3.63
SLE-110,SLE-111,0.98
SLE-111,SLE-111,0
SLE-303,SLE-111,4.25
SLE-304,SLE-111,4.25
S-O-103,SLE-111,26.07
S-O-104,SLE-111,16.4
S-O-201A,SLE-111,22.74
S-O-201B,SLE-111,21.56
VER-310A,SLE-111,24.73
VER-310B,SLE-111,20.43
VMA-109,SLE-111,14.95
VMA-110,SLE-111,16.66
VMA-111,SLE-111,12.01
VMA-306,SLE-111,11.28
VMA-307,SLE-111,11.89
VSP-103,SLE-111,7.46
VSP-104,SLE-111,4.41
VSP-107,SLE-111,5.71
VSP-108,SLE-111,8.7
VSP-109,SLE-111,9.66
VSP-205,SLE-111,2.59
